SIM G1 G2 G3 G4 G5 G6 G7 G8 G9 G10
SIM2928 GCF_001998945.1_cds_from_genomic.fna.gz GCF_002859225.1_cds_from_genomic.fna.gz GCF_004367705.1_cds_from_genomic.fna.gz GCF_006165085.1_cds_from_genomic.fna.gz GCF_000196035.1_cds_from_genomic.fna.gz GCF_900002505.1_cds_from_genomic.fna.gz GCF_000006745.1_cds_from_genomic.fna.gz GCF_004772175.1_cds_from_genomic.fna.gz GCF_000012685.1_cds_from_genomic.fna.gz GCF_000738445.1_cds_from_genomic.fna.gz
SIM2929 GCF_000801185.2_cds_from_genomic.fna.gz GCF_001886975.1_cds_from_genomic.fna.gz GCF_006739205.1_cds_from_genomic.fna.gz GCF_000019765.1_cds_from_genomic.fna.gz GCF_000748245.2_cds_from_genomic.fna.gz GCF_003591595.1_cds_from_genomic.fna.gz GCF_003112205.1_cds_from_genomic.fna.gz GCF_002246595.2_cds_from_genomic.fna.gz GCF_000724805.2_cds_from_genomic.fna.gz GCF_900622665.1_cds_from_genomic.fna.gz
SIM2930 GCF_002587225.1_cds_from_genomic.fna.gz GCF_900636005.1_cds_from_genomic.fna.gz GCF_000013145.1_cds_from_genomic.fna.gz GCF_900635895.1_cds_from_genomic.fna.gz GCF_003425815.1_cds_from_genomic.fna.gz GCF_009946845.1_cds_from_genomic.fna.gz GCF_009938035.1_cds_from_genomic.fna.gz GCF_003515205.1_cds_from_genomic.fna.gz GCF_004135875.1_cds_from_genomic.fna.gz GCF_004136115.1_cds_from_genomic.fna.gz
SIM2931 GCF_000010065.1_cds_from_genomic.fna.gz GCF_001690005.1_cds_from_genomic.fna.gz GCF_005222025.1_cds_from_genomic.fna.gz GCF_003020705.1_cds_from_genomic.fna.gz GCF_002952495.1_cds_from_genomic.fna.gz GCF_000019305.1_cds_from_genomic.fna.gz GCF_004135145.1_cds_from_genomic.fna.gz GCF_000017205.1_cds_from_genomic.fna.gz GCF_003850165.1_cds_from_genomic.fna.gz GCF_000600045.1_cds_from_genomic.fna.gz
SIM2932 GCF_008000855.1_cds_from_genomic.fna.gz GCF_004355845.1_cds_from_genomic.fna.gz GCF_004141975.1_cds_from_genomic.fna.gz GCF_001307475.2_cds_from_genomic.fna.gz GCF_002174195.1_cds_from_genomic.fna.gz GCF_000755845.1_cds_from_genomic.fna.gz GCF_000214725.1_cds_from_genomic.fna.gz GCF_002277915.1_cds_from_genomic.fna.gz GCF_001697405.1_cds_from_genomic.fna.gz GCF_006338685.1_cds_from_genomic.fna.gz
SIM2933 GCF_002761015.1_cds_from_genomic.fna.gz GCF_004006545.1_cds_from_genomic.fna.gz GCF_001611425.1_cds_from_genomic.fna.gz GCF_900639505.1_cds_from_genomic.fna.gz GCF_900128725.1_cds_from_genomic.fna.gz GCF_000829215.1_cds_from_genomic.fna.gz GCF_001721845.1_cds_from_genomic.fna.gz GCF_003355335.1_cds_from_genomic.fna.gz GCF_001725985.1_cds_from_genomic.fna.gz GCF_003184425.1_cds_from_genomic.fna.gz
SIM2934 GCF_002761575.1_cds_from_genomic.fna.gz GCF_000827935.1_cds_from_genomic.fna.gz GCF_009764115.1_cds_from_genomic.fna.gz GCF_001697505.1_cds_from_genomic.fna.gz GCF_900087815.2_cds_from_genomic.fna.gz GCF_001077475.1_cds_from_genomic.fna.gz GCF_002197125.1_cds_from_genomic.fna.gz GCF_000315955.1_cds_from_genomic.fna.gz GCF_009911895.1_cds_from_genomic.fna.gz GCF_002777175.1_cds_from_genomic.fna.gz
SIM2935 GCF_002213885.1_cds_from_genomic.fna.gz GCF_003186185.1_cds_from_genomic.fna.gz GCF_002447435.1_cds_from_genomic.fna.gz GCF_004136035.1_cds_from_genomic.fna.gz GCF_001647895.1_cds_from_genomic.fna.gz GCF_003367295.1_cds_from_genomic.fna.gz GCF_001515585.1_cds_from_genomic.fna.gz GCF_002302375.1_cds_from_genomic.fna.gz GCF_003574235.1_cds_from_genomic.fna.gz GCF_003031645.1_cds_from_genomic.fna.gz
SIM2936 GCF_000012725.1_cds_from_genomic.fna.gz GCF_001316565.3_cds_from_genomic.fna.gz GCF_002111165.1_cds_from_genomic.fna.gz GCF_002448195.1_cds_from_genomic.fna.gz GCF_900476085.1_cds_from_genomic.fna.gz GCF_001975625.1_cds_from_genomic.fna.gz GCF_900475765.1_cds_from_genomic.fna.gz GCF_009797665.1_cds_from_genomic.fna.gz GCF_000818075.1_cds_from_genomic.fna.gz GCF_002023005.1_cds_from_genomic.fna.gz
SIM2937 GCF_000248415.2_cds_from_genomic.fna.gz GCF_000091405.1_cds_from_genomic.fna.gz GCF_006364655.1_cds_from_genomic.fna.gz GCF_006385115.1_cds_from_genomic.fna.gz GCF_002089095.2_cds_from_genomic.fna.gz GCF_900477925.1_cds_from_genomic.fna.gz GCF_009036045.1_cds_from_genomic.fna.gz GCF_002205775.2_cds_from_genomic.fna.gz GCF_003949115.2_cds_from_genomic.fna.gz GCF_005037845.1_cds_from_genomic.fna.gz
SIM2938 GCF_003999715.1_cds_from_genomic.fna.gz GCF_002201855.1_cds_from_genomic.fna.gz GCF_003966485.1_cds_from_genomic.fna.gz GCF_003717355.1_cds_from_genomic.fna.gz GCF_002891845.2_cds_from_genomic.fna.gz GCF_003718035.1_cds_from_genomic.fna.gz GCF_002795285.1_cds_from_genomic.fna.gz GCF_004358405.1_cds_from_genomic.fna.gz GCF_000756485.1_cds_from_genomic.fna.gz GCF_003003865.1_cds_from_genomic.fna.gz
SIM2939 GCF_002278115.2_cds_from_genomic.fna.gz GCF_000147875.1_cds_from_genomic.fna.gz GCF_900092465.1_cds_from_genomic.fna.gz GCF_001974965.1_cds_from_genomic.fna.gz GCF_002741575.1_cds_from_genomic.fna.gz GCF_006088875.1_cds_from_genomic.fna.gz GCF_000224575.1_cds_from_genomic.fna.gz GCF_001465755.1_cds_from_genomic.fna.gz GCF_001705995.2_cds_from_genomic.fna.gz GCF_001890325.1_cds_from_genomic.fna.gz
SIM2940 GCF_001709275.1_cds_from_genomic.fna.gz GCF_001644765.1_cds_from_genomic.fna.gz GCF_004348075.1_cds_from_genomic.fna.gz GCF_000191905.1_cds_from_genomic.fna.gz GCF_003609915.1_cds_from_genomic.fna.gz GCF_005080685.1_cds_from_genomic.fna.gz GCF_000953235.1_cds_from_genomic.fna.gz GCF_900635125.1_cds_from_genomic.fna.gz GCF_002078935.1_cds_from_genomic.fna.gz GCF_000319675.2_cds_from_genomic.fna.gz
SIM2941 GCF_002211565.1_cds_from_genomic.fna.gz GCF_001900985.1_cds_from_genomic.fna.gz GCF_001077535.1_cds_from_genomic.fna.gz GCF_005517315.1_cds_from_genomic.fna.gz GCF_003636855.2_cds_from_genomic.fna.gz GCF_001975245.1_cds_from_genomic.fna.gz GCF_001534785.1_cds_from_genomic.fna.gz GCF_003052665.1_cds_from_genomic.fna.gz GCF_900639575.1_cds_from_genomic.fna.gz GCF_002953775.1_cds_from_genomic.fna.gz
SIM2942 GCF_001596095.1_cds_from_genomic.fna.gz GCF_001360555.2_cds_from_genomic.fna.gz GCF_009806615.1_cds_from_genomic.fna.gz GCF_001678925.1_cds_from_genomic.fna.gz GCF_000022825.1_cds_from_genomic.fna.gz GCF_006517795.1_cds_from_genomic.fna.gz GCF_000283675.1_cds_from_genomic.fna.gz GCF_900474815.1_cds_from_genomic.fna.gz GCF_001655495.1_cds_from_genomic.fna.gz GCF_004028375.1_cds_from_genomic.fna.gz
SIM2943 GCF_002447435.1_cds_from_genomic.fna.gz GCF_009648635.1_cds_from_genomic.fna.gz GCF_001509195.1_cds_from_genomic.fna.gz GCF_002302375.1_cds_from_genomic.fna.gz GCF_000021785.1_cds_from_genomic.fna.gz GCF_000800785.1_cds_from_genomic.fna.gz GCF_010233385.1_cds_from_genomic.fna.gz GCF_001697685.1_cds_from_genomic.fna.gz GCF_003612715.1_cds_from_genomic.fna.gz GCF_001900595.1_cds_from_genomic.fna.gz
SIM2944 GCF_900092615.1_cds_from_genomic.fna.gz GCF_000011265.1_cds_from_genomic.fna.gz GCF_003852065.1_cds_from_genomic.fna.gz GCF_001580385.1_cds_from_genomic.fna.gz GCF_000011845.1_cds_from_genomic.fna.gz GCF_000832385.1_cds_from_genomic.fna.gz GCF_008694005.1_cds_from_genomic.fna.gz GCF_000742735.1_cds_from_genomic.fna.gz GCF_003411785.2_cds_from_genomic.fna.gz GCF_001587115.1_cds_from_genomic.fna.gz
SIM2945 GCF_005222365.1_cds_from_genomic.fna.gz GCF_004358965.1_cds_from_genomic.fna.gz GCF_002078955.1_cds_from_genomic.fna.gz GCF_001050455.1_cds_from_genomic.fna.gz GCF_003718595.1_cds_from_genomic.fna.gz GCF_001721125.1_cds_from_genomic.fna.gz GCF_002204575.1_cds_from_genomic.fna.gz GCF_000280315.2_cds_from_genomic.fna.gz GCF_001518975.1_cds_from_genomic.fna.gz GCF_000020265.1_cds_from_genomic.fna.gz
SIM2946 GCF_002853475.2_cds_from_genomic.fna.gz GCF_000452565.2_cds_from_genomic.fna.gz GCF_008329805.1_cds_from_genomic.fna.gz GCF_009763065.1_cds_from_genomic.fna.gz GCF_006165105.1_cds_from_genomic.fna.gz GCF_000988355.1_cds_from_genomic.fna.gz GCF_900636585.1_cds_from_genomic.fna.gz GCF_002953455.1_cds_from_genomic.fna.gz GCF_003290345.1_cds_from_genomic.fna.gz GCF_001693635.1_cds_from_genomic.fna.gz
SIM2947 GCF_900618285.1_cds_from_genomic.fna.gz GCF_001752885.1_cds_from_genomic.fna.gz GCF_010365405.1_cds_from_genomic.fna.gz GCF_900638285.1_cds_from_genomic.fna.gz GCF_002892575.1_cds_from_genomic.fna.gz GCF_003665355.1_cds_from_genomic.fna.gz GCF_001566635.1_cds_from_genomic.fna.gz GCF_001922205.1_cds_from_genomic.fna.gz GCF_003184465.1_cds_from_genomic.fna.gz GCF_003718255.1_cds_from_genomic.fna.gz
SIM2948 GCF_000020245.1_cds_from_genomic.fna.gz GCF_000224435.1_cds_from_genomic.fna.gz GCF_002633805.1_cds_from_genomic.fna.gz GCF_004319505.1_cds_from_genomic.fna.gz GCF_900638815.1_cds_from_genomic.fna.gz GCF_001420935.1_cds_from_genomic.fna.gz GCF_003718115.1_cds_from_genomic.fna.gz GCF_000494915.1_cds_from_genomic.fna.gz GCF_006402415.1_cds_from_genomic.fna.gz GCF_000815125.1_cds_from_genomic.fna.gz
SIM2949 GCF_001318185.1_cds_from_genomic.fna.gz GCF_005037735.1_cds_from_genomic.fna.gz GCF_005707215.1_cds_from_genomic.fna.gz GCF_005889975.1_cds_from_genomic.fna.gz GCF_900474715.1_cds_from_genomic.fna.gz GCF_001022235.1_cds_from_genomic.fna.gz GCF_006165105.1_cds_from_genomic.fna.gz GCF_000156855.2_cds_from_genomic.fna.gz GCF_009720425.1_cds_from_genomic.fna.gz GCF_003591595.1_cds_from_genomic.fna.gz
SIM2950 GCF_000757035.2_cds_from_genomic.fna.gz GCF_000784985.1_cds_from_genomic.fna.gz GCF_002215115.1_cds_from_genomic.fna.gz GCF_006400955.1_cds_from_genomic.fna.gz GCF_003852065.1_cds_from_genomic.fna.gz GCF_003020725.1_cds_from_genomic.fna.gz GCF_000967405.1_cds_from_genomic.fna.gz GCF_001708525.1_cds_from_genomic.fna.gz GCF_002278115.2_cds_from_genomic.fna.gz GCF_002886335.1_cds_from_genomic.fna.gz
SIM2951 GCF_001697765.1_cds_from_genomic.fna.gz GCF_001697425.1_cds_from_genomic.fna.gz GCF_000392485.3_cds_from_genomic.fna.gz GCF_000196755.1_cds_from_genomic.fna.gz GCF_000007645.1_cds_from_genomic.fna.gz GCF_002633765.1_cds_from_genomic.fna.gz GCF_001874125.1_cds_from_genomic.fna.gz GCF_900149285.1_cds_from_genomic.fna.gz GCF_009648835.1_cds_from_genomic.fna.gz GCF_002162015.1_cds_from_genomic.fna.gz
SIM2952 GCF_004120035.1_cds_from_genomic.fna.gz GCF_004919465.1_cds_from_genomic.fna.gz GCF_000577745.1_cds_from_genomic.fna.gz GCF_001021615.1_cds_from_genomic.fna.gz GCF_001902455.1_cds_from_genomic.fna.gz GCF_002952995.1_cds_from_genomic.fna.gz GCF_003286995.1_cds_from_genomic.fna.gz GCF_001357935.2_cds_from_genomic.fna.gz GCF_003390995.1_cds_from_genomic.fna.gz GCF_900636955.1_cds_from_genomic.fna.gz
SIM2953 GCF_004328905.1_cds_from_genomic.fna.gz GCF_001018645.2_cds_from_genomic.fna.gz GCF_003956205.1_cds_from_genomic.fna.gz GCF_010232785.1_cds_from_genomic.fna.gz GCF_001752725.1_cds_from_genomic.fna.gz GCF_004154325.1_cds_from_genomic.fna.gz GCF_003855435.1_cds_from_genomic.fna.gz GCF_002116885.1_cds_from_genomic.fna.gz GCF_000770455.1_cds_from_genomic.fna.gz GCF_001456275.1_cds_from_genomic.fna.gz
SIM2954 GCF_000828995.1_cds_from_genomic.fna.gz GCF_006364695.1_cds_from_genomic.fna.gz GCF_902509485.1_cds_from_genomic.fna.gz GCF_004154345.1_cds_from_genomic.fna.gz GCF_005849145.1_cds_from_genomic.fna.gz GCF_006385935.1_cds_from_genomic.fna.gz GCF_001590695.1_cds_from_genomic.fna.gz GCF_000833475.1_cds_from_genomic.fna.gz GCF_009914155.1_cds_from_genomic.fna.gz GCF_003030065.1_cds_from_genomic.fna.gz
SIM2955 GCF_011463995.1_cds_from_genomic.fna.gz GCF_002197285.1_cds_from_genomic.fna.gz GCF_003148415.1_cds_from_genomic.fna.gz GCF_009806695.1_cds_from_genomic.fna.gz GCF_900637045.1_cds_from_genomic.fna.gz GCF_900275645.1_cds_from_genomic.fna.gz GCF_002953355.1_cds_from_genomic.fna.gz GCF_007833575.1_cds_from_genomic.fna.gz GCF_007833555.1_cds_from_genomic.fna.gz GCF_000020705.1_cds_from_genomic.fna.gz
SIM2956 GCF_900119765.1_cds_from_genomic.fna.gz GCF_003691425.1_cds_from_genomic.fna.gz GCF_003367295.1_cds_from_genomic.fna.gz GCF_009763625.1_cds_from_genomic.fna.gz GCF_002952355.1_cds_from_genomic.fna.gz GCF_012275205.1_cds_from_genomic.fna.gz GCF_000746665.1_cds_from_genomic.fna.gz GCF_002762155.1_cds_from_genomic.fna.gz GCF_001045795.2_cds_from_genomic.fna.gz GCF_000417265.2_cds_from_genomic.fna.gz
SIM2957 GCF_001517645.1_cds_from_genomic.fna.gz GCF_000521645.1_cds_from_genomic.fna.gz GCF_002741905.1_cds_from_genomic.fna.gz GCF_002906875.1_cds_from_genomic.fna.gz GCF_008124325.1_cds_from_genomic.fna.gz GCF_900478325.1_cds_from_genomic.fna.gz GCF_000011265.1_cds_from_genomic.fna.gz GCF_004355525.1_cds_from_genomic.fna.gz GCF_009648495.1_cds_from_genomic.fna.gz GCF_010448615.1_cds_from_genomic.fna.gz
SIM2958 GCF_003665195.1_cds_from_genomic.fna.gz GCF_009648735.1_cds_from_genomic.fna.gz GCF_003516085.1_cds_from_genomic.fna.gz GCF_001900515.1_cds_from_genomic.fna.gz GCF_009684575.1_cds_from_genomic.fna.gz GCF_003193665.1_cds_from_genomic.fna.gz GCF_000013505.1_cds_from_genomic.fna.gz GCF_002752655.1_cds_from_genomic.fna.gz GCF_003665235.1_cds_from_genomic.fna.gz GCF_002192295.1_cds_from_genomic.fna.gz
SIM2959 GCF_001887985.3_cds_from_genomic.fna.gz GCF_001683255.1_cds_from_genomic.fna.gz GCF_002128085.1_cds_from_genomic.fna.gz GCF_011383065.1_cds_from_genomic.fna.gz GCF_002953115.1_cds_from_genomic.fna.gz GCF_000011605.1_cds_from_genomic.fna.gz GCF_002881595.1_cds_from_genomic.fna.gz GCF_000978375.1_cds_from_genomic.fna.gz GCF_000832745.1_cds_from_genomic.fna.gz GCF_006766145.1_cds_from_genomic.fna.gz
SIM2960 GCF_001663415.1_cds_from_genomic.fna.gz GCF_003491225.1_cds_from_genomic.fna.gz GCF_003433235.1_cds_from_genomic.fna.gz GCF_005886545.1_cds_from_genomic.fna.gz GCF_002946515.2_cds_from_genomic.fna.gz GCF_900638695.1_cds_from_genomic.fna.gz GCF_003813145.1_cds_from_genomic.fna.gz GCF_004006495.1_cds_from_genomic.fna.gz GCF_000818115.1_cds_from_genomic.fna.gz GCF_009866705.1_cds_from_genomic.fna.gz
SIM2961 GCF_003003955.1_cds_from_genomic.fna.gz GCF_000441755.1_cds_from_genomic.fna.gz GCF_009912795.1_cds_from_genomic.fna.gz GCF_000190435.1_cds_from_genomic.fna.gz GCF_006711525.1_cds_from_genomic.fna.gz GCF_000007105.1_cds_from_genomic.fna.gz GCF_001020725.2_cds_from_genomic.fna.gz GCF_900607295.1_cds_from_genomic.fna.gz GCF_009763025.1_cds_from_genomic.fna.gz GCF_001683065.1_cds_from_genomic.fna.gz
SIM2962 GCF_000235585.1_cds_from_genomic.fna.gz GCF_001541905.1_cds_from_genomic.fna.gz GCF_000959465.1_cds_from_genomic.fna.gz GCF_003073715.1_cds_from_genomic.fna.gz GCF_003351525.1_cds_from_genomic.fna.gz GCF_001855255.1_cds_from_genomic.fna.gz GCF_003932055.1_cds_from_genomic.fna.gz GCF_008931425.1_cds_from_genomic.fna.gz GCF_009739885.1_cds_from_genomic.fna.gz GCF_001646625.1_cds_from_genomic.fna.gz
SIM2963 GCF_003296225.1_cds_from_genomic.fna.gz GCF_002214765.1_cds_from_genomic.fna.gz GCF_001708265.1_cds_from_genomic.fna.gz GCF_007855455.1_cds_from_genomic.fna.gz GCF_003181155.1_cds_from_genomic.fna.gz GCF_901482645.1_cds_from_genomic.fna.gz GCF_000175255.2_cds_from_genomic.fna.gz GCF_005221945.1_cds_from_genomic.fna.gz GCF_002447915.1_cds_from_genomic.fna.gz GCF_900120185.1_cds_from_genomic.fna.gz
SIM2964 GCF_002220345.1_cds_from_genomic.fna.gz GCF_003149795.1_cds_from_genomic.fna.gz GCF_002213925.1_cds_from_genomic.fna.gz GCF_000011065.1_cds_from_genomic.fna.gz GCF_005890115.1_cds_from_genomic.fna.gz GCF_000832805.1_cds_from_genomic.fna.gz GCF_002085695.1_cds_from_genomic.fna.gz GCF_000698345.1_cds_from_genomic.fna.gz GCF_001019485.2_cds_from_genomic.fna.gz GCF_008727655.1_cds_from_genomic.fna.gz
SIM2965 GCF_000600125.1_cds_from_genomic.fna.gz GCF_000317895.1_cds_from_genomic.fna.gz GCF_001262115.1_cds_from_genomic.fna.gz GCF_011045315.1_cds_from_genomic.fna.gz GCF_003286955.1_cds_from_genomic.fna.gz GCF_002078375.2_cds_from_genomic.fna.gz GCF_000981785.2_cds_from_genomic.fna.gz GCF_009909345.1_cds_from_genomic.fna.gz GCF_001046095.2_cds_from_genomic.fna.gz GCF_003719555.1_cds_from_genomic.fna.gz
SIM2966 GCF_007005445.1_cds_from_genomic.fna.gz GCF_009884415.1_cds_from_genomic.fna.gz GCF_003590695.1_cds_from_genomic.fna.gz GCF_004359355.1_cds_from_genomic.fna.gz GCF_001975345.1_cds_from_genomic.fna.gz GCF_009177345.1_cds_from_genomic.fna.gz GCF_003627355.1_cds_from_genomic.fna.gz GCF_008033765.1_cds_from_genomic.fna.gz GCF_000320385.2_cds_from_genomic.fna.gz GCF_000498655.1_cds_from_genomic.fna.gz
SIM2967 GCF_001262115.1_cds_from_genomic.fna.gz GCF_009664695.1_cds_from_genomic.fna.gz GCF_001865395.1_cds_from_genomic.fna.gz GCF_001586105.1_cds_from_genomic.fna.gz GCF_000092665.1_cds_from_genomic.fna.gz GCF_006974025.1_cds_from_genomic.fna.gz GCF_003667805.1_cds_from_genomic.fna.gz GCF_005161825.1_cds_from_genomic.fna.gz GCF_001431745.1_cds_from_genomic.fna.gz GCF_000740355.1_cds_from_genomic.fna.gz
SIM2968 GCF_003151075.1_cds_from_genomic.fna.gz GCF_000963815.1_cds_from_genomic.fna.gz GCF_000506785.4_cds_from_genomic.fna.gz GCF_004001165.1_cds_from_genomic.fna.gz GCF_900619605.1_cds_from_genomic.fna.gz GCF_000009585.1_cds_from_genomic.fna.gz GCF_002208255.1_cds_from_genomic.fna.gz GCF_001360555.2_cds_from_genomic.fna.gz GCF_009912895.1_cds_from_genomic.fna.gz GCF_002095975.1_cds_from_genomic.fna.gz
SIM2969 GCF_000325725.1_cds_from_genomic.fna.gz GCF_003018635.1_cds_from_genomic.fna.gz GCF_009912075.1_cds_from_genomic.fna.gz GCF_900489665.1_cds_from_genomic.fna.gz GCF_900475095.1_cds_from_genomic.fna.gz GCF_000233875.1_cds_from_genomic.fna.gz GCF_003352125.1_cds_from_genomic.fna.gz GCF_000834435.1_cds_from_genomic.fna.gz GCF_004354245.1_cds_from_genomic.fna.gz GCF_001895765.1_cds_from_genomic.fna.gz
SIM2970 GCF_000623315.1_cds_from_genomic.fna.gz GCF_000007525.1_cds_from_genomic.fna.gz GCF_010917155.1_cds_from_genomic.fna.gz GCF_005221945.1_cds_from_genomic.fna.gz GCF_009648995.1_cds_from_genomic.fna.gz GCF_009763045.1_cds_from_genomic.fna.gz GCF_001515845.2_cds_from_genomic.fna.gz GCF_900324045.1_cds_from_genomic.fna.gz GCF_002968955.1_cds_from_genomic.fna.gz GCF_003030425.1_cds_from_genomic.fna.gz
SIM2971 GCF_003515205.1_cds_from_genomic.fna.gz GCF_002760955.1_cds_from_genomic.fna.gz GCF_001457615.1_cds_from_genomic.fna.gz GCF_003018375.1_cds_from_genomic.fna.gz GCF_004103695.1_cds_from_genomic.fna.gz GCF_900474885.1_cds_from_genomic.fna.gz GCF_000318925.1_cds_from_genomic.fna.gz GCF_009740045.1_cds_from_genomic.fna.gz GCF_900622605.1_cds_from_genomic.fna.gz GCF_001020725.2_cds_from_genomic.fna.gz
SIM2972 GCF_001447845.1_cds_from_genomic.fna.gz GCF_000215345.2_cds_from_genomic.fna.gz GCF_002853965.1_cds_from_genomic.fna.gz GCF_009769015.1_cds_from_genomic.fna.gz GCF_004101465.1_cds_from_genomic.fna.gz GCF_002446975.1_cds_from_genomic.fna.gz GCF_002128205.1_cds_from_genomic.fna.gz GCF_006741185.1_cds_from_genomic.fna.gz GCF_001183805.1_cds_from_genomic.fna.gz GCF_000214665.1_cds_from_genomic.fna.gz
SIM2973 GCF_001465815.1_cds_from_genomic.fna.gz GCF_002074075.1_cds_from_genomic.fna.gz GCF_000009205.2_cds_from_genomic.fna.gz GCF_003948455.2_cds_from_genomic.fna.gz GCF_000020445.1_cds_from_genomic.fna.gz GCF_000022805.1_cds_from_genomic.fna.gz GCF_000013485.1_cds_from_genomic.fna.gz GCF_001663415.1_cds_from_genomic.fna.gz GCF_002760955.1_cds_from_genomic.fna.gz GCF_000299135.1_cds_from_genomic.fna.gz
SIM2974 GCF_002968475.1_cds_from_genomic.fna.gz GCF_005080705.1_cds_from_genomic.fna.gz GCF_011045595.1_cds_from_genomic.fna.gz GCF_003354605.1_cds_from_genomic.fna.gz GCF_000011825.1_cds_from_genomic.fna.gz GCF_003319235.1_cds_from_genomic.fna.gz GCF_001655615.1_cds_from_genomic.fna.gz GCF_004120035.1_cds_from_genomic.fna.gz GCF_900004845.1_cds_from_genomic.fna.gz GCF_003425765.1_cds_from_genomic.fna.gz
SIM2975 GCF_000732965.1_cds_from_genomic.fna.gz GCF_003443395.1_cds_from_genomic.fna.gz GCF_002078375.2_cds_from_genomic.fna.gz GCF_000612765.1_cds_from_genomic.fna.gz GCF_002346025.1_cds_from_genomic.fna.gz GCF_000511325.1_cds_from_genomic.fna.gz GCF_002209325.1_cds_from_genomic.fna.gz GCF_001007085.1_cds_from_genomic.fna.gz GCF_000404185.1_cds_from_genomic.fna.gz GCF_005518055.1_cds_from_genomic.fna.gz
SIM2976 GCF_902381645.1_cds_from_genomic.fna.gz GCF_000211055.1_cds_from_genomic.fna.gz GCF_001663795.1_cds_from_genomic.fna.gz GCF_000015885.1_cds_from_genomic.fna.gz GCF_003856675.1_cds_from_genomic.fna.gz GCF_009912335.1_cds_from_genomic.fna.gz GCF_002205355.1_cds_from_genomic.fna.gz GCF_000281195.1_cds_from_genomic.fna.gz GCF_000392455.3_cds_from_genomic.fna.gz GCF_002741315.1_cds_from_genomic.fna.gz
SIM2977 GCF_009873455.1_cds_from_genomic.fna.gz GCF_004919205.1_cds_from_genomic.fna.gz GCF_000021465.1_cds_from_genomic.fna.gz GCF_009947205.1_cds_from_genomic.fna.gz GCF_000801205.1_cds_from_genomic.fna.gz GCF_003073695.1_cds_from_genomic.fna.gz GCF_003020765.1_cds_from_genomic.fna.gz GCF_003332705.2_cds_from_genomic.fna.gz GCF_001750805.1_cds_from_genomic.fna.gz GCF_004101745.1_cds_from_genomic.fna.gz
SIM2978 GCF_008329785.1_cds_from_genomic.fna.gz GCF_000010085.1_cds_from_genomic.fna.gz GCF_005080865.1_cds_from_genomic.fna.gz GCF_003955925.1_cds_from_genomic.fna.gz GCF_003717135.1_cds_from_genomic.fna.gz GCF_005885835.1_cds_from_genomic.fna.gz GCF_001902555.1_cds_from_genomic.fna.gz GCF_000153685.2_cds_from_genomic.fna.gz GCF_002128085.1_cds_from_genomic.fna.gz GCF_000017785.1_cds_from_genomic.fna.gz
SIM2979 GCF_002891825.2_cds_from_genomic.fna.gz GCF_000191585.1_cds_from_genomic.fna.gz GCF_008586745.1_cds_from_genomic.fna.gz GCF_008807875.1_cds_from_genomic.fna.gz GCF_003074015.1_cds_from_genomic.fna.gz GCF_001902435.1_cds_from_genomic.fna.gz GCF_001518775.1_cds_from_genomic.fna.gz GCF_000016945.1_cds_from_genomic.fna.gz GCF_006711525.1_cds_from_genomic.fna.gz GCF_002215535.1_cds_from_genomic.fna.gz
SIM2980 GCF_000970285.1_cds_from_genomic.fna.gz GCF_000746645.1_cds_from_genomic.fna.gz GCF_002966875.1_cds_from_genomic.fna.gz GCF_001188185.2_cds_from_genomic.fna.gz GCF_003312895.1_cds_from_genomic.fna.gz GCF_000696465.1_cds_from_genomic.fna.gz GCF_004119955.1_cds_from_genomic.fna.gz GCF_002213925.1_cds_from_genomic.fna.gz GCF_000755885.1_cds_from_genomic.fna.gz GCF_004088155.1_cds_from_genomic.fna.gz
SIM2981 GCF_000281535.2_cds_from_genomic.fna.gz GCF_000007485.1_cds_from_genomic.fna.gz GCF_001640905.1_cds_from_genomic.fna.gz GCF_003355415.1_cds_from_genomic.fna.gz GCF_900520385.1_cds_from_genomic.fna.gz GCF_001921905.1_cds_from_genomic.fna.gz GCF_000800335.1_cds_from_genomic.fna.gz GCF_000341665.1_cds_from_genomic.fna.gz GCF_010586945.1_cds_from_genomic.fna.gz GCF_001900535.1_cds_from_genomic.fna.gz
SIM2982 GCF_011038575.1_cds_from_genomic.fna.gz GCF_000832565.1_cds_from_genomic.fna.gz GCF_009799825.1_cds_from_genomic.fna.gz GCF_000496645.1_cds_from_genomic.fna.gz GCF_000513655.1_cds_from_genomic.fna.gz GCF_001188025.2_cds_from_genomic.fna.gz GCF_005221485.1_cds_from_genomic.fna.gz GCF_000338115.2_cds_from_genomic.fna.gz GCF_009740145.1_cds_from_genomic.fna.gz GCF_002197245.1_cds_from_genomic.fna.gz
SIM2983 GCF_000612325.1_cds_from_genomic.fna.gz GCF_000316685.1_cds_from_genomic.fna.gz GCF_009650155.1_cds_from_genomic.fna.gz GCF_005705815.1_cds_from_genomic.fna.gz GCF_004154345.1_cds_from_genomic.fna.gz GCF_002003345.1_cds_from_genomic.fna.gz GCF_900324415.1_cds_from_genomic.fna.gz GCF_000466075.2_cds_from_genomic.fna.gz GCF_001029815.1_cds_from_genomic.fna.gz GCF_000391485.2_cds_from_genomic.fna.gz
